x, y
1.7616120218579234, 10.992792792792793
1.7957650273224044, 11.086486486486486
1.8367486338797814, 11.194594594594594
1.8982240437158469, 11.367567567567567
1.9596994535519126, 11.526126126126126
2.014344262295082, 11.67027027027027
2.0724043715846996, 11.82882882882883
2.130464480874317, 12.001801801801802
2.1987704918032787, 12.167567567567568
2.2636612021857925, 12.31891891891892
2.3183060109289615, 12.47027027027027
2.3866120218579234, 12.628828828828828
2.444672131147541, 12.78018018018018
2.512978142076503, 12.917117117117117
2.5846994535519126, 13.046846846846847
2.6598360655737707, 13.19099099099099
2.724726775956284, 13.327927927927927
2.8066939890710385, 13.464864864864865
2.8989071038251364, 13.601801801801802
2.994535519125683, 13.73873873873874
3.073087431693989, 13.839639639639639
3.151639344262295, 13.933333333333334
3.233606557377049, 14.048648648648648
3.3121584699453552, 14.135135135135135
